username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
ChaoticPsycho,5628039,14,123,5,4,20,44.59,Female,Romania,1998-12-14,,2016-08-16,1900-05-11 14:05:00,8.21,0.0,2637.0
Chikane_17,80357,10,199,16,6,49,91.02,Female,,1992-06-02,,2008-07-27,2015-04-23 23:08:00,8.73,67.0,5510.0
MoeMoeKyun,204697,4,164,8,6,17,63.94,Male,"Fayetteville, North Carolina",1993-08-28,,2009-07-08,1900-04-11 21:21:00,6.81,20.0,3819.0
Shiori897,3618199,0,74,0,0,0,17.72,Female,"Polska,",1997-04-18,,2014-03-07,2014-06-28 09:07:00,8.12,0.0,1069.0
LunarSonata,371401,23,1073,10,227,121,160.08,Female,ロリパラダイス,1989-05-15,,2010-08-18,2018-05-17 12:22:25,6.67,384.0,11021.0
kaczmar0203,5623513,8,194,15,9,16,40.04,Male,"Kepno, wielkopolska",1987-03-02,,2016-08-14,2018-05-13 12:09:00,7.28,0.0,2571.0
Kireinami,1080965,12,309,5,3,52,102.57,Female,,,,2011-12-30,2016-12-28 00:00:00,9.37,71.0,6114.0
vashy_luffy,81831,22,367,21,39,507,196.67,Male,,1988-04-30,,2008-08-01,2018-05-17 04:34:48,8.34,3.0,11616.0
SimplyPeachy,351781,7,81,8,13,19,30.24,Female,,,,2010-07-06,2017-12-11 18:45:00,7.68,0.0,1797.0
EvaBeatrice,290291,7,22,0,0,1,7.57,Female,,1990-06-19,,2010-02-02,2010-10-08 14:18:00,8.86,0.0,459.0
DivineArchangel,4514976,1,56,46,30,59,30.91,Male,Heaven,,,2015-03-23,2015-08-06 13:34:00,7.43,0.0,1885.0
Destinova,300793,1,210,11,2,158,37.75,Male,,,,2010-03-03,2018-05-15 01:51:46,7.4,8.0,2636.0
Xideo,106287,2,358,2,3,22,73.71,Male,Poland,,,2008-10-18,2015-02-12 18:30:00,8.7,0.0,4445.0
suna19,266766,53,284,14,14,68,70.43,Male,"Ft. Collins, Colorado",1990-07-20,,2009-12-06,1900-05-14 14:40:00,7.99,3.0,4067.0
Keiria,4578820,45,553,73,28,245,254.02,Female,,1990-12-05,,2015-04-25,2018-05-14 11:02:00,6.94,65.0,14980.0
Sprite_Coke,195217,25,1179,8,88,136,243.36,Male,Indiana,1991-02-01,,2009-06-17,1900-04-27 12:22:00,7.33,10.0,14322.0
Cupcake_1,155038,0,23,2,0,0,3.95,Female,uhu me need food now T^T,,,2009-03-01,2009-07-21 15:16:00,9.2,0.0,202.0
Ubah_Salah,4763766,7,70,28,7,72,30.58,Unknown,,,,2015-07-22,1900-02-07 22:04:00,8.39,0.0,1845.0
takashi-chan,10570,4,27,4,8,3,17.74,Female,"Valenzuela, Philippines",1991-08-02,,2007-08-18,2010-07-24 05:44:00,7.24,0.0,1060.0
aherosend,2946165,4,23,1,1,41,6.44,Male,"Knoxville, Tennessee",1993-05-30,,2013-07-27,2017-09-21 15:37:00,8.7,0.0,380.0
FeelinPeachyKeen,474114,5,127,3,7,29,48.93,Female,,,,2011-04-14,1900-04-25 20:04:00,7.25,13.0,2904.0
Duke_On_Tree,4112031,157,1009,1,50,49,427.5,Male,"rabat,maroc",1997-08-19,,2014-09-20,2018-05-18 11:10:06,7.56,63.0,25506.0
Kog,345149,2,185,3,1,95,68.85,Male,Maryland,1990-12-24,,2010-06-23,2018-05-17 05:37:00,8.73,0.0,4144.0
Lily-tan,327787,6,30,0,1,38,17.35,Unknown,"Tokyo,Japan",,,2010-05-12,2011-07-02 14:01:00,8.2,0.0,1046.0
mmkamada,1083681,5,44,1,0,1,68.63,Male,"Curitiba, Paraná",1988-02-24,,2012-01-01,2012-01-01 16:20:00,8.96,26.0,4143.0
Raizelobo,462675,48,558,218,105,437,202.99,Male,,1985-11-18,,2011-03-17,1900-05-07 02:27:00,8.39,0.0,12169.0
exia101,197957,0,24,6,0,3,7.57,Male,,,,2009-06-23,2013-01-05 14:20:00,9.14,0.0,460.0
BakeruLycoris,1300189,19,315,26,8,70,229.83,Female,"San Antonio, Texas",1990-11-06,,2012-05-13,2014-04-18 19:07:00,6.28,232.0,13678.0
achmedd,128745,0,227,2,26,64,109.42,Unknown,,,,2008-12-30,1900-04-08 11:49:00,7.94,55.0,6412.0
Lihn,404219,37,143,15,3,39,48.82,Male,"Canada, British Columbia",1992-10-28,,2010-11-04,2017-05-13 21:12:00,7.95,0.0,2977.0
Amariel,59253,24,349,16,13,16,127.96,Female,,,,2008-05-09,1900-05-07 14:34:00,7.46,54.0,7767.0
Lustghost,31988,18,462,4,5,48,138.89,Unknown,,,,2008-01-17,2018-05-18 02:40:19,5.93,0.0,8467.0
JignerdSaw,4414787,26,168,9,39,56,79.48,Male,,1998-04-10,,2015-01-13,2018-05-18 00:40:21,7.1,0.0,4731.0
BoozyBunni,1892788,28,156,0,0,90,72.73,Unknown,,,,2012-12-12,1900-02-27 19:23:00,8.76,18.0,4292.0
arsanii,116491,4,22,1,9,2,12.41,Female,,,,2008-11-21,2009-07-22 20:30:00,7.42,0.0,747.0
YamiNoRyuuou,473914,80,264,72,0,213,63.75,Male,,,,2011-04-14,2016-02-05 11:28:00,8.58,0.0,3888.0
Lazymez,101086,93,1192,130,21,39,243.75,Female,Finland,,,2008-10-02,1900-04-30 15:32:00,6.88,147.0,15029.0
daisuke86,60515,9,676,73,55,88,189.66,Male,California,,,2008-05-14,1900-05-16 20:25:00,8.24,13.0,11444.0
Sakuyaa,1373853,6,124,29,8,33,36.91,Female,"Rio de Janeiro, Brazil",1995-09-05,,2012-07-01,1900-04-10 15:55:00,8.25,1.0,2317.0
GuiltyAng3l,4758215,7,130,20,4,51,83.79,Female,"Canada, Ontario",1997-10-03,,2015-07-20,2016-01-24 21:58:00,7.9,63.0,5038.0
bullskin,1208905,114,23,0,3,43,14.11,Unknown,,,,2012-03-20,1900-04-27 07:11:00,8.02,2.0,788.0
gomdoriii,3393541,7,37,3,6,16,66.66,Female,"Zagreb, Croatia",1994-09-03,,2013-12-09,2017-12-27 19:07:00,7.17,9.0,4015.0
blankks,55724,14,317,30,9,90,95.85,Female,"Monterrey, Mexico",1994-04-03,,2008-04-24,2017-10-23 23:44:00,8.58,38.0,5462.0
FUCKYOU,287861,17,24,2,4,9,19.08,Male,England ,,,2010-01-27,2011-06-04 12:43:00,7.0,0.0,1115.0
purple_zebra,59119,2,186,5,16,55,81.33,Female,hanGover,1988-05-14,,2008-05-09,1900-03-25 10:51:00,6.96,17.0,4934.0
naraneko,3175,11,54,37,0,544,14.38,Male,Portugal,1977-06-24,,2007-04-14,2011-10-21 10:52:00,6.35,2.0,851.0
amstrak,366419,10,629,22,39,32,157.67,Male,cipoetat,,,2010-08-07,1900-04-12 07:47:00,7.58,2.0,9570.0
Muukun,448239,2,116,1,7,26,36.01,Male,"Rüzgârlı vadi, Ankara",1987-06-12,,2011-02-13,2012-09-02 14:55:00,8.25,0.0,2079.0
pyuarin,56488,8,198,0,14,144,87.21,Female,Portugal,1993-12-17,,2008-04-27,1900-05-07 10:38:00,8.15,27.0,5864.0
Raian-kun,47628,4,58,3,3,1454,12.33,Male,"Frederick, MD",1990-04-29,,2008-04-03,2018-05-17 12:01:00,9.21,0.0,642.0
FariHoshiguma,5364606,26,346,1,22,330,83.27,Male,"Santiago, Chile",1998-07-08,,2016-04-24,2018-05-18 04:40:48,5.84,2.0,4854.0
bernardoffs4,6945221,7,11,5,2,9,32.25,Male,"Santa Catarina,Brasil",2004-03-06,,2018-02-01,1900-03-01 16:38:00,8.15,0.0,1962.0
Sharpy1,207712,3,123,0,0,0,54.82,Male,"Norway, Os",1991-05-02,,2009-07-14,2017-05-16 09:29:00,8.54,0.0,3213.0
chrisxouk,3082105,7,103,0,17,13,53.05,Male,,1995-12-13,,2013-08-23,1900-04-26 04:07:00,8.03,1.0,3116.0
Talu,14633,4,239,44,83,216,90.59,Female,Israel,1993-02-20,,2007-09-23,2018-05-14 04:50:00,6.87,0.0,5500.0
Chaosrains517,157942,8,82,16,8,10,19.29,Male,"Evansville, Indiana",1990-12-12,,2009-03-10,2013-11-13 22:26:00,8.22,0.0,1162.0
Honest_Anime_Guy,4189313,0,44,8,0,3,33.68,Unknown,,,,2014-10-19,2015-12-04 01:47:00,8.26,0.0,2016.0
mintbunny,54477,4,236,0,0,0,60.64,Female,"Maryland, USA",1987-04-20,,2008-04-19,1900-03-29 20:26:00,8.34,0.0,3788.0
Script,3237769,26,170,20,26,104,64.57,Male,"Overijssel, Netherlands",1998-07-18,,2013-10-09,2018-05-18 00:40:54,8.25,15.0,3879.0
Synizta,2218753,60,461,40,2,265,155.43,Male,"Adelaide, Australia.",1993-07-29,,2013-02-23,1900-05-09 02:16:00,7.99,27.0,9338.0
ambivalentideal,226192,18,178,15,6,225,94.97,Female,Zakopane,1991-07-06,,2009-08-26,2016-09-29 13:48:00,7.87,10.0,5764.0
humhums,342697,33,424,78,37,197,138.67,Unknown,,,,2010-06-17,2016-11-13 00:06:00,7.95,7.0,8218.0
thezarz,4449048,119,308,38,25,365,92.24,Unknown,,,,2015-01-30,2018-05-14 14:57:35,7.8,0.0,5449.0
Pita10,286762,5,52,8,22,24,18.78,Female,America,,,2010-01-24,2017-12-31 09:18:00,7.71,22.0,1074.0
Green_Cat,2100565,28,585,138,289,759,146.17,Male,,1992-05-18,,2013-01-28,2018-05-18 10:41:00,6.5,129.0,8615.0
ledmfa,4802811,5,190,4,12,174,100.78,Male,,,,2015-08-09,2018-05-18 08:41:03,5.04,0.0,6147.0
Jekka,63818,43,207,57,11,221,116.68,Female,FL,1988-04-26,,2008-05-26,2014-11-11 03:14:00,8.09,21.0,7002.0
spookies_,4050315,1,97,0,0,0,91.48,Male,Brazil,1930-11-18,,2014-08-26,1900-04-05 19:10:00,9.15,3.0,5441.0
Meevir,86113,4,528,0,9,15,135.87,Female,"Moscow, Russia",1986-12-04,,2008-08-15,1900-04-30 06:57:00,7.05,30.0,8153.0
mysterialize,235018,10,117,16,45,12,39.89,Female,,1990-05-14,,2009-09-16,2012-10-23 13:27:00,6.68,59.0,2262.0
Spartacus,21861,3,124,4,1,4,111.7,Male,,1993-12-26,,2007-11-14,2012-12-13 10:59:00,7.21,151.0,9067.0
bellsworth46,161113,21,309,7,0,39,88.02,Unknown,,,,2009-03-20,1900-05-10 18:21:00,8.61,0.0,5244.0
LeV-san,41988,3,17,2,3,1,16.88,Male,Israel,1992-02-06,,2008-03-09,2008-03-22 07:36:00,8.0,1.0,1008.0
MorganaDahut,353071,13,189,32,0,118,30.3,Unknown,,1991-04-11,,2010-07-09,2011-09-26 09:57:00,7.19,6.0,1985.0
rayzen-kun,836699,8,421,161,7,141,111.72,Male,"Indonesia, Purwokerto",,,2011-10-29,2018-05-18 03:41:14,7.63,65.0,6528.0
choron,183139,9,95,5,6,6,34.77,Female,,,,2009-05-16,2010-04-29 08:31:00,8.61,0.0,2063.0
Hollowedblood,1741087,6,190,3,9,10,124.79,Unknown,Central Texas,1998-11-21,,2012-11-07,1900-01-30 06:38:00,7.04,14.0,7464.0
_mayumih,403463,4,29,1,1,2,16.85,Female,Puerto Rico,1994-11-14,,2010-11-02,2011-01-03 21:03:00,9.15,0.0,1004.0
CrasherTN,4693914,5,39,7,0,64,11.48,Male,,1999-01-22,,2015-06-23,2016-04-15 20:56:00,9.16,0.0,690.0
ShiroBernkastel,2411075,13,816,24,49,274,288.15,Male,"Matapozuelos, Valladolid",1996-04-07,,2013-04-08,2018-05-16 08:27:00,6.87,20.0,18706.0
nelsain,453362,4,456,2,9,27,93.58,Male,Zelenograd,1992-01-01,,2011-02-24,1900-03-10 13:36:00,7.37,0.0,5710.0
s_laughter,516087,8,249,130,0,10,117.3,Male,,1991-11-23,,2011-07-17,1900-05-14 00:36:00,8.69,37.0,7032.0
dragosedge,4072963,2,45,1,2,197,55.47,Male,"Romania, Bucharest",,,2014-09-04,2018-05-18 09:41:25,8.74,1.0,3367.0
Syareo,219668,9,276,14,11,83,78.07,Unknown,Norway,1991-10-26,,2009-08-11,1900-02-24 22:43:00,7.04,3.0,4863.0
Lonely_Star,315845,3,18,0,0,0,3.97,Female,Gazing at the lonely stars above,,,2010-04-12,2010-06-28 18:23:00,8.38,0.0,230.0
Meichan,118364,4,52,16,8,11,34.52,Female,Finland,1994-08-18,,2008-11-28,2010-11-09 04:41:00,7.23,0.0,2043.0
Deegamah,279082,7,28,1,3,20,17.1,Male,,,,2010-01-06,2014-12-26 00:22:00,7.81,1.0,1024.0
caraa,2667927,5,108,11,4,32,32.56,Female,Australia,1999-11-23,,2013-06-04,1900-03-10 22:50:00,7.36,1.0,1843.0
rjmantilla,357894,11,81,15,6,89,24.24,Male,"Bogotá, Colombia",,,2010-07-19,2012-11-12 17:30:00,7.98,0.0,1466.0
Xostbext,4337323,5,76,0,2,45,33.33,Unknown,,,,2014-12-21,2018-05-17 01:00:25,7.7,3.0,1998.0
lovelypops,443941,5,144,1,0,15,67.28,Female,France,1994-08-21,,2011-02-03,1900-05-13 05:25:00,7.63,0.0,4078.0
DanielKurogane,5646441,19,39,0,0,1,22.15,Unknown,,,,2016-08-24,1900-01-13 21:59:00,8.23,0.0,1310.0
EndlessKey,260566,33,273,93,8,55,153.69,Male,"Chicago, IL",,,2009-11-19,2015-09-13 10:10:00,9.47,29.0,9177.0
skullhly,3347059,28,131,6,0,84,20.44,Unknown,,,,2013-11-19,2017-06-06 01:14:00,7.46,0.0,1325.0
Atmostphear,3471853,6,122,8,68,16,50.81,Male,Minnesota,1994-06-17,,2014-01-08,1900-03-24 16:38:00,8.64,12.0,2964.0
x-1o8-x,4136,6,349,2,5,1,100.14,Male,penang,1988-07-03,,2007-05-10,1900-03-04 08:09:00,7.81,28.0,5996.0
green_chobo,196170,5,120,2,4,22,40.74,Unknown,,,,2009-06-19,2017-10-19 16:23:00,7.87,0.0,2426.0
ura_genky,472640,14,235,660,0,36,28.28,Unknown,,,,2011-04-11,2013-03-24 04:00:00,7.94,0.0,1809.0
VOLK_TE37,4487914,9,101,4,1,41,25.18,Male,"Moscow, Russia",1993-12-10,,2015-03-02,1900-05-16 03:41:00,7.59,28.0,1456.0
-_Yumi_-,291537,2,176,0,0,35,156.35,Female,Bulgaria,1995-12-28,,2010-02-06,2017-12-24 01:30:00,8.58,184.0,9339.0
Sakaiyu,276243,13,374,0,15,59,91.22,Male,Germany,1995-03-18,,2009-12-31,2017-08-05 09:41:00,7.44,0.0,5431.0
Tsugumi,32985,70,1013,10,47,41,245.71,Female,,1987-09-15,,2008-01-22,1900-04-26 06:29:00,6.96,4.0,14464.0
Agnasa,12349,14,832,1,2,110,184.73,Female,"Kaunas, Lithuania",1990-08-20,,2007-09-05,2018-05-15 04:41:00,7.78,26.0,10867.0
godblade,62172,1,163,1,3,1,86.15,Unknown,,,,2008-05-20,2016-09-27 17:53:00,8.66,17.0,5187.0
jeskaeli,2470159,18,334,1,31,308,93.03,Female,"Athens, Georgia",,,2013-04-22,2018-05-16 23:36:29,7.16,71.0,5257.0
windragon122,425301,11,80,4,11,9,21.7,Unknown,,,,2010-12-27,2014-10-26 19:01:00,7.9,0.0,1277.0
wintermute,29949,2,184,1,0,5,24.39,Male,Ukraine,1989-07-27,,2008-01-06,2013-10-28 13:52:00,8.87,0.0,1481.0
Nurkie,5101764,26,179,5,17,58,71.85,Male,Missouri,1984-11-14,,2016-01-04,1900-05-16 00:27:00,7.56,0.0,4399.0
-Sphinx-,3529703,402,346,73,11,266,114.62,Male,,1997-01-01,,2014-01-28,1900-05-06 16:12:00,8.38,1.0,7004.0
Mikotsu,2422213,104,1043,1,2,130,362.54,Unknown,Wc Ronalds,,,2013-04-11,1900-05-13 18:49:00,8.73,6.0,22832.0
ryu15,98236,35,236,5,19,60,85.99,Male,Cracow,1989-11-25,,2008-09-25,1900-03-28 15:30:00,7.31,25.0,5275.0
Ana_,1369385,10,105,0,1,0,38.27,Female,"Bauru, Brasil ",1994-08-01,,2012-06-28,2015-06-11 12:59:00,8.54,0.0,2265.0
elliwerepanther,363266,14,248,17,30,43,94.12,Female,"Delaware, Ohio",1982-05-06,,2010-07-31,1900-01-23 05:33:00,7.68,39.0,5642.0
Restredainted,1873148,46,299,11,14,85,79.57,Unknown,Ireland,1993-05-07,,2012-12-08,2017-10-18 23:41:00,8.39,29.0,4692.0
englids,10174,5,157,37,6,34,78.01,Female,,,,2007-08-13,2011-10-21 20:26:00,8.63,0.0,4657.0
Enya,57739,8,33,0,2,3,25.49,Female,"Siedlce, Poland",1994-03-23,,2008-05-03,2010-11-24 10:41:00,7.35,25.0,1516.0
angelicax,123009,19,82,5,1,41,20.65,Female,Malaysia,1995-09-28,,2008-12-12,2017-10-20 22:39:00,8.24,0.0,1204.0
MeRi-SlOt,284336,20,31,1,13,54,13.84,Female,The Land Of The Rising Sun,,,2010-01-18,2013-06-08 05:40:00,6.52,0.0,834.0
nawx,1908994,3,131,3,7,24,20.4,Male,,1994-10-10,,2012-12-16,2016-06-14 17:18:00,7.1,0.0,1390.0
akajayjay1,5451527,11,248,23,25,265,103.28,Male,,,,2016-06-03,1900-05-16 08:32:00,7.26,29.0,6186.0
MitsuyoChan,431325,13,332,6,2,174,83.16,Female,,1995-10-11,,2011-01-08,2016-02-11 07:42:00,7.6,29.0,5162.0
IchigoK,4907745,5,89,5,9,7,74.7,Unknown,,,,2015-09-30,1900-04-29 03:42:00,8.58,0.0,4502.0
Myucil,185726,10,266,10,11,59,81.09,Male,,1993-12-09,,2009-05-23,2017-10-04 00:36:00,8.03,2.0,4748.0
streetcutter,6284425,24,110,14,33,150,33.6,Male,Sydney,1982-04-08,,2017-05-31,2018-05-17 02:29:00,7.7,12.0,1935.0
Shinta2k1,1939,5,225,6,8,4,106.85,Unknown,,,,2007-02-10,2009-11-29 09:24:00,7.58,6.0,6298.0
Katapan,3748,16,381,2,156,0,112.01,Male,"Lyon, France",1990-08-12,,2007-04-29,2017-07-19 15:31:00,6.84,0.0,6758.0
Neko_Mimi,173552,5,63,5,6,21,54.1,Female,,1986-09-24,,2009-04-21,2013-11-19 18:01:00,7.19,5.0,3218.0
ChronicZetsubou,106313,10,98,35,4,209,42.7,Male,"Pennsylvania, US",1990-02-09,,2008-10-18,2017-05-20 23:43:00,8.52,0.0,2584.0
CherryBlossom98,3216003,24,519,9,17,46,169.79,Female,,,,2013-10-03,2018-05-18 00:42:37,8.14,75.0,10218.0
PoisonousPassion,248179,5,136,12,6,227,77.72,Female,North Carolina,1992-01-01,,2009-10-18,1900-04-21 12:39:00,7.42,46.0,4531.0
VitOrALunO,215566,10,21,2,0,4,28.92,Male,"sao leo, rs",1992-06-12,,2009-08-02,2009-10-02 17:45:00,7.86,0.0,1734.0
Minori92,47082,8,63,6,8,27,28.74,Unknown,,,,2008-04-01,2011-03-19 04:44:00,9.05,0.0,1789.0
ferranet13,5445037,36,527,0,0,159,208.09,Male,"La Vall D'Uxo,Castellon",1983-10-07,,2016-05-31,1900-04-30 15:13:00,6.72,0.0,12477.0
skycaptainmarie,349721,1,21,3,1,6,16.56,Female, US,1991-12-05,,2010-07-02,2011-02-16 19:57:00,8.55,12.0,979.0
Spaceater,256423,21,140,6,7,85,76.88,Male,"Milano, Italy",1988-08-27,,2009-11-08,1900-03-25 09:59:00,7.97,0.0,4473.0
cokounut,5241783,14,121,29,0,29,42.9,Male,,1997-05-28,,2016-03-06,1900-04-21 16:00:00,7.65,12.0,2565.0
Kiene,123015,1,189,284,30,0,39.96,Female,"Ukraine, Yalta",1990-01-22,,2008-12-12,2011-07-05 23:32:00,7.45,0.0,2408.0
BlazeDrag414,83743,13,156,9,1,14,93.68,Male,"Alhambra, California",1994-04-14,,2008-08-07,2018-05-16 12:00:42,7.33,2.0,5646.0
RaptorOnyx,5793731,24,137,5,0,43,30.0,Male,"Caracas, Venezuela",1999-12-14,,2016-10-24,2018-05-18 03:42:55,7.05,0.0,1748.0
Radaghast,83371,20,519,9,7,71,213.89,Male,,1981-09-08,,2008-08-06,2018-05-18 01:42:57,6.58,16.0,12947.0
KoTQ,516583,1,189,0,36,0,52.82,Male,,,,2011-07-17,2017-04-09 20:20:00,8.65,0.0,3166.0
Fellinger,374212,30,177,16,2,232,64.67,Male,Halle Westf.,1994-02-15,,2010-08-24,2018-05-18 10:43:01,8.34,3.0,3843.0
Aubreebree,6368284,22,66,30,9,65,15.49,Female,Texas,,,2017-07-04,2018-05-17 06:51:08,7.97,1.0,1084.0
xdraim,1367331,6,342,17,46,5,200.63,Unknown,,,,2012-06-27,1900-05-07 17:40:00,6.76,61.0,11888.0
tc2782,143675,13,66,1,29,3,40.19,Male,"Georgia, United States",,,2009-01-28,2010-05-23 17:58:00,6.24,0.0,2398.0
rhiannoncrow,29170,19,109,6,10,40,31.84,Female,,1992-01-02,,2008-01-02,2013-04-26 18:18:00,7.59,6.0,1967.0
code-fiq,26547,8,173,7,7,6,61.81,Male,Brunei,1992-08-04,,2007-12-17,2016-11-17 11:31:00,8.05,15.0,3680.0
socialfailure,124229,4,243,1,42,6,156.13,Male,Singapore,1995-06-21,,2008-12-16,1900-05-15 04:57:00,7.01,21.0,9334.0
DesertRose91,924633,7,78,1,6,5,68.33,Female,"Turin,Italy",1991-05-26,,2011-11-11,2017-09-29 01:35:00,7.4,0.0,4085.0
fmazon3,463820,18,50,1,5,110,47.11,Male,,1990-01-01,,2011-03-20,2015-08-15 19:03:00,8.26,5.0,2809.0
digital_blitz,9155,3,56,26,22,53,21.3,Female,New York State,1988-12-24,,2007-08-01,2010-10-01 01:40:00,8.52,18.0,1188.0
YaibaToKen,4147165,35,302,41,95,54,167.28,Unknown,,,,2014-10-03,2018-05-15 14:31:30,8.33,0.0,10950.0
Ellysa,136519,20,197,12,9,161,52.57,Female,Poland,,,2009-01-18,1900-04-11 19:13:00,7.5,1.0,3218.0
how_do_i_pants,5167605,2,64,0,0,0,33.24,Male,,1997-04-28,,2016-01-31,2016-03-06 18:23:00,7.45,0.0,1991.0
V30LZfX588,2394161,1,77,7,8,93,22.41,Male,Tashkent,1993-05-12,,2013-04-05,2013-11-10 06:11:00,7.52,9.0,1306.0
DariKingInverse,1507041,2,45,6,1,42,38.84,Male,"Pawtucket, Rhode Island",1997-05-27,,2012-09-10,2014-08-16 00:39:00,7.92,2.0,2324.0
monstertrio,1090473,0,155,11,4,0,80.92,Male,Turkey,,,2012-01-05,2017-07-11 23:11:00,7.41,0.0,4757.0
InAbsentia,371565,1,93,4,3,1,43.7,Male,Arkansas,1988-10-07,,2010-08-18,2016-12-17 03:40:00,7.33,7.0,2611.0
Vasouris,89886,2,234,1,2,28,87.19,Male,,,,2008-08-28,2017-09-26 08:52:00,7.63,0.0,5111.0
Flak,217975,1,78,1,0,0,24.76,Male,http://tinyurl.com/lrdkby,2010-12-31,,2009-08-07,2009-12-11 16:07:00,6.36,0.0,1453.0
MrBobSchmitt101,1471463,40,97,10,0,65,37.58,Female,,1996-04-16,,2012-08-21,1900-03-14 10:40:00,7.18,0.0,2283.0
sigurros,130883,9,207,0,17,14,41.51,Female,Poland,1994-03-22,,2009-01-04,1900-02-07 10:20:00,7.46,13.0,2581.0
KPCahyadi,5399419,0,48,5,2,64,9.12,Male,"Indonesia, Kalimantan timur",2000-12-24,,2016-05-09,1900-05-07 03:01:00,8.3,0.0,565.0
Elanos81,4446518,42,55,1,0,74,16.58,Male,"Saint- Petersburg, Russia",1999-01-17,,2015-01-28,1900-04-26 09:59:00,8.11,0.0,990.0
boracarina,3546997,4,45,2,4,32,17.53,Female,,1999-11-03,,2014-02-02,2016-06-01 05:49:00,8.51,2.0,1017.0
VeeGhost,3398515,8,348,13,5,59,100.81,Male,Indonesia,1995-09-08,,2013-12-11,2016-12-28 02:15:00,8.22,0.0,6000.0
Child_ish,291823,5,120,16,37,16,74.06,Male,,1989-03-21,,2010-02-07,2014-03-21 11:17:00,8.92,15.0,4308.0
OliMongeon,1860876,4,13,4,2,17,25.39,Male,"Val des monts, QC canada",1992-03-15,,2012-12-05,2013-06-07 18:23:00,7.5,10.0,1508.0
DennaKingKiller,5107212,32,298,20,27,320,86.43,Female,Portugal,1998-09-28,,2016-01-06,2018-05-17 12:32:00,7.39,2.0,5098.0
ZinChen,435941,3,58,4,0,9,24.86,Male,Rostov-on-Don,1988-12-16,,2011-01-16,2017-07-05 07:17:00,8.14,29.0,1405.0
Fu-Panda,2376251,30,1537,0,12,35,413.88,Male,"Tübingen (Baden-Württemberg), Germany",,,2013-04-01,2018-05-15 11:10:00,6.93,0.0,26649.0
NikyNik,1945546,0,39,3,3,28,18.46,Male,,,,2012-12-25,2013-03-14 04:49:00,5.83,3.0,1108.0
mrgreenking23,363556,2,143,1,0,26,68.55,Male,California,1990-02-13,,2010-08-01,2017-09-25 21:40:00,7.68,0.0,4092.0
reversedge,79882,0,39,10,0,1,34.48,Unknown,,,,2008-07-26,2010-03-20 21:53:00,7.72,18.0,2080.0
Niz_45,472155,7,58,13,1,67,39.02,Male,,,,2011-04-10,2018-05-15 10:33:10,8.69,4.0,2329.0
M3Rush,1665963,299,489,62,11,195,155.3,Male,Toronto,1993-07-28,,2012-10-20,1900-04-25 20:56:00,7.89,2.0,9233.0
Jemakoi,6093874,18,317,21,24,182,52.25,Male,Tampere,,,2017-03-08,2018-05-17 13:21:00,7.52,42.0,3847.0
singing_siren,149061,6,55,9,0,8,45.78,Male,Australia,1993-03-26,,2009-02-12,1900-04-16 06:14:00,8.71,36.0,2729.0
xundra,197663,27,56,11,15,73,28.2,Female,Bermuda Triangle,1990-10-29,,2009-06-23,2017-10-15 18:24:00,7.03,1.0,1696.0
Tybss,3484863,6,133,2,1,92,35.4,Female,UK,1995-11-17,,2014-01-13,2017-01-18 10:14:00,7.67,0.0,2125.0
Mizusa,271555,9,25,2,5,7,13.28,Female,Poland,,,2009-12-19,2009-12-24 13:44:00,7.93,0.0,817.0
garrettrberger,2463271,4,63,2,2,1,20.59,Male,"medford, wisconsin",1998-08-14,,2013-04-20,1900-01-11 00:31:00,7.3,10.0,1212.0
Artemesia,3627205,2,112,10,9,45,23.81,Female,Umi,,,2014-03-11,1900-05-05 11:07:00,8.15,0.0,1465.0
Donut_Tai,4006571,6,93,16,4,22,66.73,Unknown,,,,2014-08-10,1900-05-11 05:18:00,8.02,92.0,3917.0
xFlashBeater,4778617,35,273,7,36,103,71.96,Unknown,,,,2015-07-29,1900-05-05 02:44:00,8.93,0.0,4368.0
Hasechii,1889194,4,267,0,7,0,98.24,Male,In a galaxy of glistening stars.,1996-03-18,,2012-12-12,2016-09-24 09:02:00,6.84,0.0,5884.0
mnash,55576,8,266,21,0,65,69.94,Male,MALAYSIA  K.L,1992-02-19,,2008-04-24,2017-10-16 05:40:00,7.13,1.0,3972.0
X1John,454036,2,81,16,2,9,49.79,Unknown,,,,2011-02-25,2017-04-30 14:45:00,8.46,0.0,3015.0
Muird,145535,4,265,0,0,29,88.82,Male,Poland,1990-03-18,,2009-02-02,2012-04-27 11:19:00,8.46,0.0,5243.0
Ongoingwhy,1417223,0,116,0,14,7,50.26,Male,Singapore,1992-06-05,,2012-07-24,1900-01-17 05:43:00,7.15,0.0,2998.0
rafaelro,2661331,35,245,0,26,52,129.52,Male,"Paracatu, Minas Gerais",1995-04-12,,2013-06-03,1900-05-16 14:00:00,8.59,2.0,7761.0
Konstantin,23566,20,950,38,259,17,257.57,Male,"Seattle, WA",1977-12-02,,2007-11-25,1900-05-15 20:12:00,7.57,242.0,15173.0
stoppedxtime,215543,6,38,31,8,20,22.36,Female,,,,2009-08-02,2012-05-28 14:04:00,7.32,9.0,1277.0
